timestamp,open,high,low,close,volume
2024-01-01 00:00:00+00:00,42283.58,42488.09,42261.02,42488.0,431.71082
2024-01-01 00:15:00+00:00,42488.0,42554.57,42412.02,42419.73,392.24889
2024-01-01 00:30:00+00:00,42419.73,42447.82,42354.19,42441.32,319.90644
2024-01-01 00:45:00+00:00,42441.32,42490.74,42422.45,42475.23,127.81493
2024-01-01 01:00:00+00:00,42475.23,42475.23,42431.65,42466.33,188.76099
2024-01-01 01:15:00+00:00,42466.32,42513.17,42466.32,42493.16,152.48691
2024-01-01 01:30:00+00:00,42493.16,42775.0,42493.16,42697.5,642.57307
2024-01-01 01:45:00+00:00,42697.5,42720.0,42613.56,42613.56,212.55759
2024-01-01 02:00:00+00:00,42613.57,42638.41,42541.1,42556.63,217.29821
2024-01-01 02:15:00+00:00,42556.64,42571.68,42531.1,42546.01,139.29978
2024-01-01 02:30:00+00:00,42546.0,42606.25,42533.0,42535.75,193.14053
2024-01-01 02:45:00+00:00,42535.74,42590.0,42500.0,42581.1,135.48128
2024-01-01 03:00:00+00:00,42581.09,42586.64,42501.67,42508.24,169.14866
2024-01-01 03:15:00+00:00,42508.24,42508.24,42419.39,42429.47,175.84382
2024-01-01 03:30:00+00:00,42429.47,42459.02,42230.08,42302.19,199.04695
2024-01-01 03:45:00+00:00,42302.19,42358.84,42243.99,42330.49,250.76448
2024-01-01 04:00:00+00:00,42330.5,42377.43,42273.26,42287.5,157.71914
2024-01-01 04:15:00+00:00,42287.5,42315.0,42209.46,42307.39,261.25449
2024-01-01 04:30:00+00:00,42307.4,42345.08,42283.86,42310.98,153.21792
2024-01-01 04:45:00+00:00,42310.99,42399.99,42304.0,42399.99,143.22605
2024-01-01 05:00:00+00:00,42399.98,42406.0,42315.0,42352.0,189.17581
2024-01-01 05:15:00+00:00,42352.0,42361.1,42297.9,42297.91,182.56287
2024-01-01 05:30:00+00:00,42297.91,42321.13,42278.0,42300.02,171.82087
2024-01-01 05:45:00+00:00,42300.01,42300.02,42180.77,42234.01,192.97197
2024-01-01 06:00:00+00:00,42234.01,42301.98,42208.68,42276.01,191.20854
2024-01-01 06:15:00+00:00,42276.0,42344.76,42270.22,42321.1,117.6485
2024-01-01 06:30:00+00:00,42321.1,42385.57,42309.15,42377.62,156.48093
2024-01-01 06:45:00+00:00,42377.61,42424.82,42372.52,42396.69,136.03453
2024-01-01 07:00:00+00:00,42396.69,42481.1,42396.68,42454.01,243.30938
2024-01-01 07:15:00+00:00,42454.01,42500.0,42434.87,42487.7,164.73232
2024-01-01 07:30:00+00:00,42487.7,42500.0,42446.71,42446.72,130.65424
2024-01-01 07:45:00+00:00,42446.71,42492.47,42432.56,42492.46,114.98124
2024-01-01 08:00:00+00:00,42492.46,42529.91,42452.58,42514.28,137.17234
2024-01-01 08:15:00+00:00,42514.28,42537.53,42477.6,42482.0,93.47006
2024-01-01 08:30:00+00:00,42482.0,42504.79,42461.1,42492.91,89.52769
2024-01-01 08:45:00+00:00,42492.91,42556.5,42489.95,42549.99,107.02356
2024-01-01 09:00:00+00:00,42550.0,42577.88,42537.18,42574.24,151.36603
2024-01-01 09:15:00+00:00,42574.24,42658.44,42574.2,42588.01,230.05566
2024-01-01 09:30:00+00:00,42588.01,42699.32,42588.0,42639.02,338.11462
2024-01-01 09:45:00+00:00,42639.02,42690.0,42620.54,42649.69,160.0886
2024-01-01 10:00:00+00:00,42649.69,42692.23,42645.69,42663.27,163.41156
2024-01-01 10:15:00+00:00,42663.27,42708.93,42628.0,42666.42,245.29511
2024-01-01 10:30:00+00:00,42666.41,42717.14,42666.41,42712.0,227.67694
2024-01-01 10:45:00+00:00,42711.99,42749.36,42691.1,42691.1,220.4349
2024-01-01 11:00:00+00:00,42691.1,42762.39,42688.38,42695.16,277.09529
2024-01-01 11:15:00+00:00,42695.16,42720.0,42653.33,42681.1,188.48554
2024-01-01 11:30:00+00:00,42681.11,42685.34,42605.21,42607.81,183.90283
2024-01-01 11:45:00+00:00,42607.81,42699.99,42607.81,42690.2,135.68201
2024-01-01 12:00:00+00:00,42690.21,42739.22,42611.45,42626.53,163.8233
2024-01-01 12:15:00+00:00,42626.52,42704.28,42626.52,42684.15,132.72239
2024-01-01 12:30:00+00:00,42684.16,42780.0,42671.01,42755.76,259.49534
2024-01-01 12:45:00+00:00,42755.77,42755.77,42643.68,42648.38,229.48748
2024-01-01 13:00:00+00:00,42648.37,42700.08,42612.76,42700.08,139.84328
2024-01-01 13:15:00+00:00,42700.07,42733.81,42700.0,42717.27,134.09815
2024-01-01 13:30:00+00:00,42717.28,42740.76,42670.0,42740.76,114.59877
2024-01-01 13:45:00+00:00,42740.75,42748.0,42704.8,42715.54,108.6622
2024-01-01 14:00:00+00:00,42715.54,42715.55,42594.94,42646.99,191.85635
2024-01-01 14:15:00+00:00,42646.99,42662.31,42580.0,42621.09,171.67383
2024-01-01 14:30:00+00:00,42621.1,42661.89,42596.91,42646.56,139.91173
2024-01-01 14:45:00+00:00,42646.56,42657.92,42586.5,42612.24,207.56961
2024-01-01 15:00:00+00:00,42612.24,42650.0,42586.51,42649.99,155.56234
2024-01-01 15:15:00+00:00,42650.0,42733.28,42635.79,42683.2,134.6973
2024-01-01 15:30:00+00:00,42683.21,42847.07,42601.1,42845.96,323.32251
2024-01-01 15:45:00+00:00,42845.95,42846.76,42741.2,42783.05,329.11948
2024-01-01 16:00:00+00:00,42783.05,42847.3,42761.68,42839.74,292.26266
