timestamp,open,high,low,close,volume
2024-01-01 00:00:00+00:00,0.9708,0.9781,0.97,0.9778,992956.4
2024-01-01 00:15:00+00:00,0.978,0.9792,0.9716,0.9739,985848.0
2024-01-01 00:30:00+00:00,0.9739,0.9807,0.9731,0.9807,651474.3
2024-01-01 00:45:00+00:00,0.9807,0.9844,0.9794,0.983,560998.7
2024-01-01 01:00:00+00:00,0.9831,0.9841,0.9795,0.9822,640498.8
2024-01-01 01:15:00+00:00,0.9821,0.9863,0.9821,0.9863,557800.4
2024-01-01 01:30:00+00:00,0.9863,0.9907,0.9845,0.9902,1189428.2
2024-01-01 01:45:00+00:00,0.9903,0.9925,0.9892,0.9911,620733.6
2024-01-01 02:00:00+00:00,0.9912,0.9925,0.988,0.9904,635066.7
2024-01-01 02:15:00+00:00,0.9904,0.9904,0.9873,0.9898,522192.3
2024-01-01 02:30:00+00:00,0.9898,0.9915,0.984,0.984,896190.4
2024-01-01 02:45:00+00:00,0.9841,0.9854,0.9817,0.9827,640536.2
2024-01-01 03:00:00+00:00,0.9826,0.9837,0.9792,0.9799,650271.6
2024-01-01 03:15:00+00:00,0.98,0.98,0.9704,0.9725,1238108.2
2024-01-01 03:30:00+00:00,0.9725,0.9737,0.9629,0.9646,1500260.7
2024-01-01 03:45:00+00:00,0.9647,0.9695,0.9629,0.9678,649218.6
2024-01-01 04:00:00+00:00,0.9677,0.9721,0.9674,0.969,618519.6
2024-01-01 04:15:00+00:00,0.9688,0.9692,0.9597,0.9653,1363419.1
2024-01-01 04:30:00+00:00,0.9653,0.9662,0.96,0.9613,818364.3
2024-01-01 04:45:00+00:00,0.9613,0.9662,0.9601,0.9658,555109.9
2024-01-01 05:00:00+00:00,0.9656,0.9679,0.9633,0.9678,405300.0
2024-01-01 05:15:00+00:00,0.9678,0.9688,0.961,0.9617,1910102.6
2024-01-01 05:30:00+00:00,0.9617,0.962,0.9565,0.9611,1958897.6
2024-01-01 05:45:00+00:00,0.9612,0.9612,0.9571,0.9588,557788.8
2024-01-01 06:00:00+00:00,0.9588,0.9603,0.9559,0.956,523228.9
2024-01-01 06:15:00+00:00,0.956,0.9613,0.9556,0.9603,499038.7
2024-01-01 06:30:00+00:00,0.9604,0.9643,0.9596,0.9637,686306.9
2024-01-01 06:45:00+00:00,0.9637,0.9654,0.9633,0.965,285769.4
2024-01-01 07:00:00+00:00,0.965,0.9667,0.9627,0.963,609970.8
2024-01-01 07:15:00+00:00,0.9631,0.9638,0.9608,0.9638,507682.6
2024-01-01 07:30:00+00:00,0.9639,0.9672,0.9631,0.9634,238122.6
2024-01-01 07:45:00+00:00,0.9634,0.9679,0.963,0.9678,223631.6
2024-01-01 08:00:00+00:00,0.9679,0.9701,0.9653,0.9701,535758.3
2024-01-01 08:15:00+00:00,0.97,0.9731,0.9695,0.9715,677000.2
2024-01-01 08:30:00+00:00,0.9715,0.9742,0.9712,0.9727,444000.0
2024-01-01 08:45:00+00:00,0.9728,0.9781,0.9727,0.9769,707466.5
2024-01-01 09:00:00+00:00,0.9769,0.9783,0.9735,0.9759,618215.8
