timestamp,open,high,low,close,volume
2024-01-01 00:00:00+00:00,101.72,102.79,101.56,102.36,72512.92
2024-01-01 00:15:00+00:00,102.35,102.53,101.69,102.07,54573.73
2024-01-01 00:30:00+00:00,102.05,102.5,101.63,102.18,41633.49
2024-01-01 00:45:00+00:00,102.16,102.28,101.93,101.96,27960.79
2024-01-01 01:00:00+00:00,101.96,102.56,101.51,102.4,55046.53
2024-01-01 01:15:00+00:00,102.39,102.52,102.15,102.38,25466.1
2024-01-01 01:30:00+00:00,102.38,104.5,102.38,104.35,98306.81
2024-01-01 01:45:00+00:00,104.34,104.75,103.83,104.12,63275.89
2024-01-01 02:00:00+00:00,104.11,104.21,103.35,103.59,45376.28
2024-01-01 02:15:00+00:00,103.58,103.81,103.22,103.59,20661.17
2024-01-01 02:30:00+00:00,103.59,104.34,103.53,103.95,32451.65
2024-01-01 02:45:00+00:00,103.95,104.28,103.63,103.69,27454.17
2024-01-01 03:00:00+00:00,103.69,103.99,103.32,103.38,22591.84
2024-01-01 03:15:00+00:00,103.38,103.39,102.58,102.91,43381.92
2024-01-01 03:30:00+00:00,102.92,103.63,102.61,103.04,34172.33
2024-01-01 03:45:00+00:00,103.04,103.1,102.54,103.07,26603.11
2024-01-01 04:00:00+00:00,103.07,103.98,102.66,102.67,41109.26
2024-01-01 04:15:00+00:00,102.69,102.84,101.53,102.15,64816.08
2024-01-01 04:30:00+00:00,102.14,102.4,101.83,102.1,31383.02
2024-01-01 04:45:00+00:00,102.11,102.62,102.02,102.62,20473.99
2024-01-01 05:00:00+00:00,102.63,102.81,102.35,102.81,16620.88
2024-01-01 05:15:00+00:00,102.8,102.83,102.22,102.31,16194.37
2024-01-01 05:30:00+00:00,102.3,102.34,101.93,102.21,22711.55
2024-01-01 05:45:00+00:00,102.22,102.22,101.44,101.64,27272.89
2024-01-01 06:00:00+00:00,101.64,102.09,101.54,101.64,27840.13
2024-01-01 06:15:00+00:00,101.63,102.19,101.58,102.04,18700.49
